time,lat,lon,servingFreq,servingCid,targetFreq,targetCid,1_SCell_freq,1_SCell_cid,2_SCell_freq,2_SCell_cid,3_SCell_freq,3_SCell_cid,NR_freq,NR_cid,config,reports
1629658048.628804,34.02737827,-118.49131478,2300,480,2300,203,1125,203,68886,203,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:47:28.581930', '203', '-17.5', '-114', '-13.0', '-109')], ('1125', '5', 'a5', 'ms640', 'rsrp', 'ms480', 'r1', -44, -117): [('2021-08-22 18:47:06.389145', '480', '-7.0', '-77', '-10.5', '-75')]}"
1629658108.543254,34.02698363,-118.48911952,2300,203,2300,481,1125,481,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:48:28.502848', '481', '-20.0', '-103', '-10.5', '-95')]}"
1629658159.213053,34.02472571,-118.48817422,2300,481,1125,43,None,None,None,None,None,None,None,None,"('1125', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:49:19.210441', '281', '-20.0', '-121', '-19.0', '-116')], ('1125', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 18:49:19.170415', '43', '-20.0', '-121', '-19.0', '-113'), ('2021-08-22 18:49:19.170415', '480', '-20.0', '-121', '-19.5', '-114'), ('2021-08-22 18:49:19.170415', '481', '-20.0', '-121', '-17.0', '-114'), ('2021-08-22 18:49:19.170415', '279', '-20.0', '-121', '-19.5', '-115')]}"
1629658159.981491,34.02472571,-118.48817422,1125,43,1125,279,66786,279,None,None,None,None,126510,311,"('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:19.837180', '234', '-20.0', '-119', '-18.5', '-111'), ('2021-08-22 18:49:19.917527', '279', '-20.0', '-119', '-18.0', '-111'), ('2021-08-22 18:49:19.917527', '234', '-20.0', '-119', '-18.0', '-111'), ('2021-08-22 18:49:19.977185', '234', '-20.0', '-120', '-18.5', '-112'), ('2021-08-22 18:49:19.977185', '443', '-20.0', '-120', '-18.0', '-112'), ('2021-08-22 18:49:19.977185', '279', '-20.0', '-120', '-19.5', '-113')]}"
1629658163.32327,34.02463785,-118.48819897,1125,279,1125,206,None,None,None,None,None,None,None,None,"('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:23.269418', '206', '-20.0', '-118', '-19.5', '-113')]}"
1629658164.114124,34.02460228,-118.48817657,1125,206,1125,234,66786,234,None,None,None,None,512190,234,"('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:24.049310', '234', '-20.0', '-117', '-18.0', '-112')]}"
1629658168.671419,34.02442888,-118.48796815,1125,234,1125,481,2300,481,None,None,None,None,None,None,"('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('1125', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:28.620337', '481', '-20.0', '-118', '-16.0', '-112')]}"
1629658174.72161,34.02400967,-118.48751799,66786,43,66786,480,1125,480,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:34.653282', '480', '-20.0', '-117', '-16.5', '-109')]}"
1629658177.136433,34.02378609,-118.48725837,66786,480,66786,206,None,None,None,None,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:49:37.084397', '206', '-20.0', '-120', '-20.0', '-117')]}"
1629658179.208795,34.02363799,-118.48708491,66786,43,66786,234,1125,234,68886,234,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:39.149401', '234', '-20.0', '-119', '-18.0', '-112')]}"
1629658181.717157,34.02351863,-118.48694849,66786,234,2300,469,1125,469,None,None,None,None,None,None,None,"{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:49:41.670366', '469', '-20.0', '-114', '-16.0', '-107')]}"
1629658220.44836,34.0223549,-118.48741611,2300,469,2300,477,1125,477,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:50:20.419194', '477', '-17.5', '-94', '-11.5', '-89')]}"
1629658246.462876,34.02128257,-118.48615748,2300,477,2300,311,1125,311,68886,311,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:50:46.415912', '311', '-20.0', '-103', '-16.0', '-97')]}"
1629658298.483895,34.01924218,-118.48564313,2300,311,2300,234,1125,234,68886,234,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:51:38.448826', '234', '-20.0', '-107', '-14.0', '-100')]}"
1629658350.289403,34.02004217,-118.48752519,2300,234,2300,279,1125,279,5035,279,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:52:30.247589', '279', '-20.0', '-115', '-13.5', '-104')]}"
1629658369.222631,34.02066712,-118.48714754,2300,279,2300,311,1125,311,68886,311,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:52:49.176471', '311', '-20.0', '-110', '-11.5', '-101')]}"
1629658387.852709,34.02143319,-118.48807075,2300,311,2300,279,1125,279,5035,279,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:53:07.808376', '279', '-19.5', '-108', '-13.5', '-103')]}"
1629658409.047646,34.022533,-118.48769297,2300,279,2300,476,1125,476,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:53:29.016313', '476', '-19.0', '-104', '-10.5', '-98')]}"
1629658422.927793,34.02318526,-118.48829194,2300,476,2300,477,1125,477,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:53:42.905264', '477', '-17.0', '-95', '-10.0', '-88')]}"
1629658458.074502,34.02483169,-118.48839083,2300,477,2300,311,None,None,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:54:18.034055', '311', '-20.0', '-116', '-16.0', '-110')]}"
1629658460.241342,34.02493535,-118.48850766,2300,311,2300,279,None,None,5035,279,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:54:20.188122', '279', '-19.5', '-114', '-13.5', '-107')]}"
1629658476.658812,34.02589181,-118.48958599,2300,279,2300,480,1125,480,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:54:36.615769', '480', '-20.0', '-113', '-17.5', '-109')]}"
1629658535.4405,34.02665133,-118.4889126,2300,480,2300,203,1125,203,68886,203,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:55:35.397712', '203', '-15.0', '-92', '-12.0', '-85')]}"
1629658540.744514,34.02667257,-118.48888658,2300,203,2300,481,1125,481,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:55:40.707717', '481', '-20.0', '-90', '-10.0', '-81')]}"
1629658582.232851,34.02439704,-118.48612783,2300,481,2300,279,None,None,5035,279,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:56:22.181500', '279', '-20.0', '-119', '-14.0', '-110')], ('68886', '5', 'a5', 'ms640', 'rsrp', 'ms480', 'r1', -44, -117): [('2021-08-22 18:56:21.701664', '234', '-18.0', '-118', '-15.5', '-109')]}"
1629658588.358109,34.02415923,-118.48588483,2300,279,2300,480,None,None,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:56:28.315386', '480', '-20.0', '-120', '-16.5', '-114')]}"
1629658595.750645,34.02414206,-118.48585275,66786,234,2300,469,1125,469,None,None,None,None,None,None,None,"{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:56:35.694459', '469', '-20.0', '-116', '-15.5', '-110')]}"
1629658652.389162,34.02203983,-118.48522228,2300,469,2300,311,1125,311,68886,311,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 18:57:32.350330', '311', '-20.0', '-103', '-12.5', '-98')]}"
1629658707.931956,34.0199013,-118.48460397,2300,311,2300,234,1125,234,68886,234,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 18:58:27.885886', '234', '-19.5', '-110', '-12.5', '-102')]}"
1629658882.376868,34.02426716,-118.48772036,2300,477,2300,469,1125,469,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 19:01:22.350208', '469', '-17.0', '-92', '-11.0', '-87')]}"
1629654235.150208,34.0284538,-118.49331379,1125,160,5035,160,2300,160,1125,160,None,None,None,None,"('5035', '6', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117)","{('5035', '6', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 17:43:55.107599', '160', '-18.5', '-125', '-19.5', '-118')]}"
1629654247.771835,34.02844368,-118.49331913,5035,203,5035,463,2300,463,None,None,None,None,None,None,"('5035', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('5035', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:44:07.728408', '463', '-19.0', '-118', '-10.5', '-110')]}"
1629654255.411708,34.02844209,-118.49332731,5035,463,1125,443,None,None,None,None,None,None,126510,203,"('1125', '6', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117)","{('1125', '6', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-22 17:44:15.367708', '443', '-15.5', '-111', '-17.5', '-114')]}"
1629654262.081964,34.02851388,-118.49327746,1125,443,66786,443,None,None,5035,443,None,None,126510,160,"('2300', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117)","{('2300', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 17:44:22.050447', '443', '-20.0', '-122', '-15.5', '-113')]}"
1629654271.883848,34.02860678,-118.49285852,66786,443,1125,160,None,None,68886,160,None,None,None,None,"('1125', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117)","{('1125', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 17:44:31.830461', '160', '-17.5', '-121', '-15.0', '-114'), ('2021-08-22 17:44:31.830461', '443', '-17.5', '-121', '-18.0', '-118'), ('2021-08-22 17:44:31.870424', '160', '-17.0', '-121', '-15.0', '-114'), ('2021-08-22 17:44:31.870424', '443', '-17.0', '-121', '-18.0', '-118'), ('2021-08-22 17:44:31.870424', '279', '-17.0', '-121', '-19.0', '-119')]}"
1629654277.454579,34.02825907,-118.49244635,1125,160,2300,443,None,None,None,None,None,None,None,None,"('2300', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117)","{('2300', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 17:44:37.411506', '443', '-18.5', '-120', '-15.5', '-112')], ('5035', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 17:44:37.411586', '203', '-18.5', '-120', '-18.5', '-116'), ('2021-08-22 17:44:37.411586', '463', '-18.5', '-120', '-19.5', '-116')]}"
1629654279.090569,34.02811901,-118.4922962,2300,443,2300,203,5035,203,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:44:39.028228', '203', '-20.0', '-120', '-12.5', '-110')]}"
1629654288.347184,34.02756283,-118.49166354,66786,203,5035,203,2300,203,1125,203,None,None,None,None,"('5035', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113)","{('5035', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113): [('2021-08-22 17:44:48.310505', '203', '-16.0', '-122', '-16.5', '-113')]}"
1629654293.971298,34.02751169,-118.49160822,5035,203,2300,203,5035,203,None,None,None,None,None,None,"('2300', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117)","{('2300', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-22 17:44:53.928932', '203', '-16.5', '-114', '-14.5', '-114')]}"
1629654296.09691,34.02742932,-118.49155151,2300,203,5035,203,None,None,None,None,None,None,None,None,"('5035', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113)","{('5035', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113): [('2021-08-22 17:44:56.065734', '203', '-18.5', '-120', '-17.0', '-114')]}"
1629654297.451995,34.02738761,-118.49155354,5035,203,2300,203,None,None,68886,203,None,None,None,None,"('2300', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117)","{('2300', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-22 17:44:57.408373', '203', '-13.0', '-108', '-15.0', '-113')]}"
1629654346.989553,34.02516198,-118.49090825,2300,203,2300,480,1125,480,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:45:46.938086', '480', '-20.0', '-113', '-13.0', '-105')]}"
1629654439.495643,34.02314805,-118.4902232,2300,480,2300,443,1125,443,5035,443,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 17:47:19.460774', '443', '-20.0', '-120', '-13.0', '-110')], ('68886', '7', 'a5', 'ms640', 'rsrp', 'ms480', 'r1', -44, -117): [('2021-08-22 17:47:06.937831', '203', '-14.5', '-102', '-15.5', '-110')]}"
1629654485.379033,34.02099193,-118.48965938,2300,443,66786,279,1125,279,5035,279,None,None,126510,311,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:48:05.347666', '279', '-17.5', '-107', '-12.0', '-100')]}"
1629654494.621978,34.02049438,-118.49021289,66786,279,2300,476,1125,476,None,None,None,None,None,None,None,"{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:48:14.589453', '476', '-16.5', '-101', '-10.5', '-96')]}"
1629654498.686969,34.02037079,-118.49036239,2300,476,2300,279,1125,279,5035,279,None,None,None,None,"('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0)","{('2300', '1', 'a3', 'ms40', 'rsrp', 'ms480', 'infinity', 4.0): [('2021-08-22 17:48:18.642722', '279', '-16.0', '-95', '-10.5', '-89')]}"
1629654650.630251,34.02188944,-118.49231681,2300,279,66786,443,None,None,None,None,None,None,None,None,"('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('2300', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:50:50.586801', '443', '-20.0', '-100', '-14.0', '-93')]}"
1629654678.731269,34.022995,-118.49342191,66786,279,66786,443,1125,443,5035,443,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:51:18.706687', '443', '-20.0', '-114', '-13.5', '-108')]}"
1629654686.010525,34.0233905,-118.49296691,66786,443,66786,43,1125,43,5035,43,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:51:25.606709', '43', '-20.0', '-107', '-16.5', '-98'), ('2021-08-22 17:51:25.766725', '43', '-20.0', '-107', '-16.0', '-96'), ('2021-08-22 17:51:25.766725', '206', '-20.0', '-107', '-19.0', '-99')]}"
1629654694.730354,34.02375005,-118.49266566,66786,43,66786,206,1125,206,5035,43,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:51:34.686592', '206', '-20.0', '-99', '-16.0', '-94')]}"
1629654726.51055,34.02495179,-118.49406205,66786,206,1125,443,None,None,None,None,None,None,None,None,"('1125', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117)","{('1125', '8', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -117): [('2021-08-22 17:52:06.466826', '443', '-20.0', '-121', '-20.0', '-118')]}"
1629654727.929128,34.02495094,-118.49406151,1125,443,5035,463,2300,463,None,None,None,None,None,None,"('5035', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113)","{('5035', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113): [('2021-08-22 17:52:07.886649', '463', '-20.0', '-120', '-15.5', '-114')]}"
1629654751.640681,34.02573298,-118.49338798,5035,463,8665,243,None,None,None,None,None,None,None,None,"('8665', '12', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117)","{('8665', '12', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-22 17:52:31.589097', '243', '-14.0', '-108', '-11.0', '-110')]}"
1629654754.397705,34.02582081,-118.49333741,66786,463,66786,443,None,None,5035,443,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:52:34.346610', '443', '-19.5', '-116', '-14.0', '-110')]}"
1629654784.042748,34.02733908,-118.49474062,66786,443,66786,203,1125,203,68886,203,None,None,None,None,"('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0)","{('66786', '1', 'a3', 'ms320', 'rsrp', 'ms480', 'infinity', 3.0): [('2021-08-22 17:53:03.986353', '203', '-20.0', '-120', '-13.0', '-111')]}"
1629654802.629396,34.02771379,-118.49367135,66786,203,5035,463,2300,463,None,None,None,None,None,None,"('5035', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113)","{('5035', '9', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -119, -113): [('2021-08-22 17:53:22.586641', '463', '-18.0', '-122', '-10.0', '-108')]}"
1629654806.810302,34.02743689,-118.49333598,5035,463,1125,234,None,None,None,None,None,None,None,None,"('1125', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117)","{('1125', '7', 'a5', 'ms320', 'rsrp', 'ms480', 'infinity', -106, -117): [('2021-08-22 17:53:26.739449', '234', '-14.0', '-111', '-16.0', '-113')]}"
